timestamp,cpu_percent,memory_percent,disk_io_read,disk_io_write,network_sent,network_recv,connection_count,process_count,proc_0_cpu,proc_0_mem,proc_4_cpu,proc_4_mem,proc_172_cpu,proc_172_mem,proc_292_cpu,proc_292_mem,proc_680_cpu,proc_680_mem,proc_720_cpu,proc_720_mem,proc_1032_cpu,proc_1032_mem,proc_1200_cpu,proc_1200_mem,proc_1220_cpu,proc_1220_mem,proc_1268_cpu,proc_1268_mem,proc_27696_cpu,proc_27696_mem,proc_13256_cpu,proc_13256_mem,proc_23944_cpu,proc_23944_mem,proc_9240_cpu,proc_9240_mem,proc_14088_cpu,proc_14088_mem,proc_15884_cpu,proc_15884_mem,proc_34468_cpu,proc_34468_mem,proc_2144_cpu,proc_2144_mem,proc_24460_cpu,proc_24460_mem,proc_32240_cpu,proc_32240_mem,proc_30344_cpu,proc_30344_mem,proc_2760_cpu,proc_2760_mem,proc_14672_cpu,proc_14672_mem,proc_29996_cpu,proc_29996_mem,proc_1628_cpu,proc_1628_mem,proc_7360_cpu,proc_7360_mem,proc_14388_cpu,proc_14388_mem,proc_5724_cpu,proc_5724_mem,proc_17180_cpu,proc_17180_mem,proc_6428_cpu,proc_6428_mem,proc_21868_cpu,proc_21868_mem,proc_22604_cpu,proc_22604_mem,proc_15752_cpu,proc_15752_mem,proc_2592_cpu,proc_2592_mem,proc_17504_cpu,proc_17504_mem,proc_26084_cpu,proc_26084_mem,proc_1488_cpu,proc_1488_mem,proc_28624_cpu,proc_28624_mem,proc_33872_cpu,proc_33872_mem,proc_17248_cpu,proc_17248_mem,proc_6404_cpu,proc_6404_mem,proc_13988_cpu,proc_13988_mem,proc_7620_cpu,proc_7620_mem,proc_2184_cpu,proc_2184_mem,proc_17744_cpu,proc_17744_mem,proc_5196_cpu,proc_5196_mem,proc_9404_cpu,proc_9404_mem,proc_1296_cpu,proc_1296_mem,proc_6536_cpu,proc_6536_mem,proc_4108_cpu,proc_4108_mem,proc_32988_cpu,proc_32988_mem,proc_6264_cpu,proc_6264_mem,proc_1928_cpu,proc_1928_mem,proc_7376_cpu,proc_7376_mem,proc_2208_cpu,proc_2208_mem,proc_24100_cpu,proc_24100_mem,proc_4336_cpu,proc_4336_mem,proc_22168_cpu,proc_22168_mem,proc_14136_cpu,proc_14136_mem,proc_3740_cpu,proc_3740_mem,proc_7552_cpu,proc_7552_mem,proc_19104_cpu,proc_19104_mem,proc_14784_cpu,proc_14784_mem,proc_32160_cpu,proc_32160_mem,proc_6396_cpu,proc_6396_mem,proc_10228_cpu,proc_10228_mem,proc_30156_cpu,proc_30156_mem,proc_21388_cpu,proc_21388_mem,proc_4528_cpu,proc_4528_mem,proc_2668_cpu,proc_2668_mem,proc_3948_cpu,proc_3948_mem,proc_33056_cpu,proc_33056_mem,proc_4408_cpu,proc_4408_mem,proc_7500_cpu,proc_7500_mem,proc_20980_cpu,proc_20980_mem,proc_3412_cpu,proc_3412_mem,proc_8164_cpu,proc_8164_mem,proc_4176_cpu,proc_4176_mem,proc_18096_cpu,proc_18096_mem,proc_11948_cpu,proc_11948_mem,proc_23636_cpu,proc_23636_mem,proc_2508_cpu,proc_2508_mem,proc_14404_cpu,proc_14404_mem,proc_33640_cpu,proc_33640_mem,proc_29948_cpu,proc_29948_mem,proc_13572_cpu,proc_13572_mem,proc_15196_cpu,proc_15196_mem,proc_6768_cpu,proc_6768_mem,proc_30616_cpu,proc_30616_mem,proc_32168_cpu,proc_32168_mem,proc_14856_cpu,proc_14856_mem,proc_18124_cpu,proc_18124_mem,proc_31176_cpu,proc_31176_mem,proc_6924_cpu,proc_6924_mem,proc_6324_cpu,proc_6324_mem,proc_23736_cpu,proc_23736_mem,proc_25844_cpu,proc_25844_mem,proc_3132_cpu,proc_3132_mem,proc_10168_cpu,proc_10168_mem,proc_22896_cpu,proc_22896_mem,proc_5884_cpu,proc_5884_mem,proc_19164_cpu,proc_19164_mem,proc_19972_cpu,proc_19972_mem,proc_10384_cpu,proc_10384_mem,proc_5808_cpu,proc_5808_mem,proc_8688_cpu,proc_8688_mem,proc_26584_cpu,proc_26584_mem,proc_28232_cpu,proc_28232_mem,proc_28440_cpu,proc_28440_mem,proc_14744_cpu,proc_14744_mem,proc_9688_cpu,proc_9688_mem,proc_11212_cpu,proc_11212_mem,proc_5208_cpu,proc_5208_mem,proc_21316_cpu,proc_21316_mem,proc_5920_cpu,proc_5920_mem,proc_868_cpu,proc_868_mem,proc_33236_cpu,proc_33236_mem,proc_14880_cpu,proc_14880_mem,proc_15568_cpu,proc_15568_mem,proc_31956_cpu,proc_31956_mem,proc_31560_cpu,proc_31560_mem,proc_23788_cpu,proc_23788_mem,proc_16300_cpu,proc_16300_mem,proc_6004_cpu,proc_6004_mem,proc_10104_cpu,proc_10104_mem,proc_33788_cpu,proc_33788_mem,proc_4100_cpu,proc_4100_mem,proc_30308_cpu,proc_30308_mem,proc_3964_cpu,proc_3964_mem,proc_6316_cpu,proc_6316_mem,proc_25432_cpu,proc_25432_mem,proc_12064_cpu,proc_12064_mem,proc_21476_cpu,proc_21476_mem,proc_9448_cpu,proc_9448_mem,proc_33580_cpu,proc_33580_mem,proc_3684_cpu,proc_3684_mem,proc_12916_cpu,proc_12916_mem,proc_9952_cpu,proc_9952_mem
1740809209.942346,0.9,40.9,87061611520,37022854656,203663609,1364527183,114,310,1178.9,2.434175334866458e-05,1.3,0.0004746641902989593,,,,,,,,,,,,,,,,,10.6,1.0712318813680308,1.9,0.7450888991259486,1.5,0.43970943249027705,,,2.8,0.7739825603508134,0.4,0.08136231056791136,,,,,,,,,,,0.2,0.3196559049746633,,,,,,,,,,,0.2,0.06233923032592999,0.2,0.010016631502975475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740809218.3877687,2.8,40.9,87061611520,37023260160,203664172,1364527857,114,310,1173.6,2.434175334866458e-05,2.2,0.0004746641902989593,,,,,,,,,,,,,,,,,15.0,1.0712440522447053,2.2,0.7450888991259486,1.5,0.43964857810690533,,,2.0,0.7739825603508134,0.7,0.08125277267784238,1.3,0.7184711918391838,,,,,1.3,0.37654258255049244,,,,,,,,,,,,,,,,,,,0.6,0.7857152854648697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740809226.8230772,2.3,40.9,87061611520,37023665664,203666518,1364530121,114,310,1167.1,2.434175334866458e-05,0.7,0.0004746641902989593,,,,,,,,,,,,,0.2,0.02194409064382112,,,11.5,1.0712440522447053,2.2,0.7409994845633728,0.4,0.43964857810690533,,,3.3,0.7739825603508134,1.9,0.08124060180116803,,,,,,,,,,,1.1,0.31968024672801193,,,,,,,0.4,0.010065315009672804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740809235.258024,0.4,40.9,87061611520,37023845888,203666921,1364530495,112,310,1181.7,2.434175334866458e-05,0.6,0.0004746641902989593,,,,,,,,,,,,,,,,,12.1,1.0712440522447053,0.9,0.7409994845633728,1.1,0.43964857810690533,,,1.1,0.7739825603508134,1.1,0.08120408917114505,,,,,,,,,,,1.1,0.3194368291945253,,,,,,,,,,,,,,,,,0.4,0.06344678010329423,0.4,0.7206376078872149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740809243.643417,0.7,40.9,87061611520,37024636416,203670699,1364532650,112,310,1160.8,2.434175334866458e-05,1.3,0.0004746641902989593,,,,,,,,,,,,,,,,,7.5,1.0712440522447053,2.3,0.7543144236450924,18.6,0.44085349489766423,,,,,,,1.5,0.6913666494854458,,,,,1.7,0.3509959124110689,,,1.9,0.3194368291945253,3.0,0.8822425083689991,,,,,,,,,,,,,,,,,,,6.4,0.02172501486368314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740809251.9592621,2.5,40.9,87061611520,37025357312,203671158,1364533157,111,310,1128.7,2.434175334866458e-05,1.3,0.0004746641902989593,,,,,,,,,,,,,,,,,7.1,1.0715970076682608,6.4,0.7426790655444307,49.9,0.43955121109351064,,,,,0.6,0.08132579793788836,0.6,0.6980119481496312,,,0.6,0.6753619466586988,0.6,0.35762904019858005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.020483585442901246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740809260.316309,4.1,40.8,87061611520,37025734144,203671296,1364533349,111,310,1133.5,2.434175334866458e-05,0.4,0.0004746641902989593,,,,,,,,,,,,,,,,,10.9,1.071609178544935,7.4,0.7426790655444307,34.1,0.43955121109351064,0.6,1.2198991399449999,,,0.4,0.08135013969123703,,,0.2,0.7317252765375317,,,1.7,0.3451782333607381,,,,,,,,,0.2,0.05543834325158358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740809268.7466385,8.8,40.8,87061611520,37025947136,203671749,1364533841,111,310,1159.2,2.434175334866458e-05,1.5,0.0004746641902989593,,,,,,,,,,,,,,,,,10.2,1.0716700329283069,8.6,0.742691236421105,19.0,0.43955121109351064,,,,,1.3,0.08116757654112206,1.5,0.6855733121884636,,,,,,,,,,,,,,,0.2,0.05549919763495524,,,,,,,,,,,,,,,,,,,0.6,0.1157206954195514,0.4,0.14536895099822486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740809277.146979,2.1,40.8,87061611520,37026553344,203671858,1364534407,111,310,1153.8,2.434175334866458e-05,2.0,0.0004746641902989593,,,,,,,,,,,,,,,,,9.9,1.0716700329283069,6.1,0.7426668946677564,10.8,0.43955121109351064,,,0.6,0.7739825603508134,0.7,0.08121626004781937,0.4,0.6922064399759746,,,,,1.1,0.34016383217091317,,,,,,,,,0.6,0.055535710264978236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740809285.5431297,0.4,40.8,87061611520,37026717184,203672357,1364534970,111,310,1175.1,2.434175334866458e-05,1.9,0.0004746641902989593,,,,,,,,,,,,,,,,,13.8,1.0717552290650272,3.0,0.7426547237910821,7.4,0.4396120654768823,,,,,1.7,0.0813014561845397,,,,,,,,,,,,,,,,,0.2,0.055474855881606576,,,,,0.4,0.062327059449255665,,,,,,,,,,,,,0.4,0.11573286629622576,,,0.2,0.08389385291617248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
